LeadID,Age,Gender,Location,LeadSource,TimeSpent (minutes),PagesViewed,LeadStatus,EmailSent,DeviceType,ReferralSource,FormSubmissions,Downloads,CTR_ProductPage,ResponseTime (hours),FollowUpEmails,SocialMediaEngagement,PaymentHistory,Conversion (Target)
58855,49,Male,Rawalpindi,Social Media,59,15,Cold,9,Mobile,Direct,1,3,0.6,16,9,114,Good,0
58856,41,Male,Sialkot,Social Media,16,6,Hot,10,Mobile,Direct,4,0,0.4,6,0,114,No Payment,0
58857,20,Female,Gujranwala,Social Media,43,10,Warm,7,Desktop,Google,5,3,0.5,4,0,190,No Payment,0
58858,60,Female,Multan,Social Media,46,13,Warm,10,Desktop,Direct,3,1,0.8,20,10,161,Good,0
58859,60,Male,Sialkot,Organic,45,12,Cold,2,Desktop,Twitter,1,1,0.7,24,10,43,No Payment,0
58860,30,Female,Faisalabad,Email,49,8,Hot,5,Tablet,Google,4,3,0.2,5,10,151,No Payment,0
58861,21,Male,Faisalabad,Referral,55,4,Cold,0,Mobile,Twitter,0,3,0.1,12,3,45,No Payment,0
58862,60,Male,Karachi,Social Media,34,15,Cold,2,Desktop,ReferralSite,1,3,0.4,11,0,156,No Payment,0
58863,59,Male,Faisalabad,Referral,18,3,Warm,5,Tablet,Twitter,4,1,0.3,2,5,155,Good,0
58864,30,Male,Quetta,Referral,18,9,Warm,3,Desktop,ReferralSite,5,0,0.6,4,2,166,No Payment,0
58865,31,Male,Faisalabad,Email,21,5,Warm,7,Tablet,Twitter,4,3,0.6,5,7,79,Good,0
58866,41,Female,Multan,Organic,41,5,Warm,1,Desktop,Facebook,3,2,0.6,14,0,190,No Payment,0
58867,31,Male,Islamabad,Referral,30,12,Warm,5,Tablet,Google,4,0,0.7,2,2,101,No Payment,0
58868,27,Female,Lahore,Referral,12,7,Hot,1,Desktop,Direct,3,0,0.6,21,10,163,Good,0
58869,31,Male,Rawalpindi,Email,17,11,Hot,1,Desktop,Direct,0,1,0.5,13,3,127,Good,0
58870,34,Female,Lahore,Social Media,20,9,Cold,3,Mobile,Twitter,0,0,0.6,8,1,73,Good,0
58871,55,Female,Islamabad,Social Media,59,12,Hot,2,Mobile,Google,3,3,0.7,8,9,95,No Payment,0
58872,20,Female,Quetta,Social Media,12,8,Warm,5,Tablet,Twitter,1,2,0.3,4,2,97,Good,0
58873,31,Male,Multan,Organic,29,13,Warm,8,Mobile,Facebook,2,3,0.4,12,9,131,Good,0
58874,57,Male,Karachi,Referral,15,11,Hot,5,Tablet,Facebook,2,3,0.7,3,3,141,No Payment,0
58875,38,Male,Peshawar,Referral,34,5,Hot,9,Mobile,Facebook,5,3,0.4,22,8,56,Good,0
58876,36,Male,Gujranwala,Email,25,6,Cold,5,Desktop,Twitter,1,3,0.1,21,2,30,No Payment,0
58877,44,Female,Rawalpindi,Email,5,4,Warm,7,Desktop,Facebook,3,3,0.3,4,7,80,No Payment,0
58878,28,Female,Rawalpindi,Referral,20,8,Hot,4,Mobile,ReferralSite,3,2,0.6,24,3,34,No Payment,0
58879,51,Female,Multan,Social Media,15,8,Hot,0,Mobile,Google,0,3,0.6,4,4,122,No Payment,0
58880,44,Male,Sialkot,Email,16,9,Warm,1,Tablet,Facebook,4,1,0.3,13,3,110,Good,0
58881,35,Female,Rawalpindi,Referral,22,15,Hot,4,Tablet,Direct,5,3,0.6,19,2,159,Good,0
58882,40,Female,Gujranwala,Organic,49,2,Cold,2,Desktop,Facebook,5,0,0.2,9,4,40,Good,0
58883,26,Male,Islamabad,Referral,59,5,Cold,7,Desktop,Direct,2,3,0.7,7,3,168,Good,0
58884,38,Female,Peshawar,Social Media,12,5,Cold,7,Mobile,Direct,1,2,0.5,21,9,52,Good,0
58885,52,Male,Sialkot,Social Media,13,8,Cold,5,Desktop,Facebook,4,1,0.8,1,9,48,No Payment,0
58886,49,Female,Lahore,Referral,45,14,Warm,0,Mobile,Direct,5,1,0.7,17,2,96,No Payment,0
58887,36,Female,Rawalpindi,Referral,10,11,Hot,10,Desktop,Facebook,5,0,0.3,5,2,40,No Payment,0
58888,57,Female,Lahore,Referral,49,5,Hot,3,Mobile,Google,5,1,0.5,9,0,168,Good,0
58889,50,Female,Faisalabad,Email,28,15,Cold,7,Desktop,Twitter,1,1,0.7,22,10,172,No Payment,0
58890,60,Male,Multan,Email,33,2,Warm,7,Mobile,ReferralSite,3,2,0.7,21,8,186,Good,0
58891,25,Male,Karachi,Referral,8,6,Warm,5,Desktop,Facebook,5,3,0.4,2,6,85,Good,0
58892,40,Female,Faisalabad,Social Media,25,3,Warm,10,Tablet,Twitter,1,2,0.7,16,2,78,Good,0
58893,26,Female,Peshawar,Referral,11,5,Warm,6,Tablet,Facebook,5,0,0.6,16,0,23,Good,0
58894,28,Female,Islamabad,Referral,56,12,Cold,4,Tablet,ReferralSite,0,1,0.3,12,4,59,Good,0
58895,58,Female,Gujranwala,Social Media,30,8,Cold,0,Tablet,Twitter,3,2,0.8,20,1,62,Good,0
58896,41,Male,Sialkot,Email,14,9,Hot,5,Desktop,Facebook,2,1,0.2,11,9,24,Good,0
58897,37,Female,Multan,Email,53,5,Warm,3,Desktop,Facebook,1,2,0.6,9,9,30,Good,0
58898,43,Female,Lahore,Email,33,9,Cold,0,Desktop,Direct,2,3,0.8,11,3,113,Good,0
58899,55,Male,Faisalabad,Social Media,17,3,Warm,10,Mobile,Google,5,2,0.4,15,8,179,No Payment,0
58900,58,Female,Sialkot,Organic,56,14,Hot,10,Desktop,Direct,2,3,0.1,8,9,141,Good,0
58901,35,Female,Rawalpindi,Social Media,57,2,Warm,3,Tablet,Direct,3,3,0.3,6,5,72,No Payment,0
58902,54,Male,Lahore,Organic,57,2,Cold,9,Desktop,Google,4,1,0.7,15,3,57,No Payment,0
58903,40,Male,Quetta,Referral,21,4,Cold,9,Tablet,Twitter,0,2,0.3,21,8,26,Good,0
58904,34,Female,Rawalpindi,Organic,36,5,Cold,10,Tablet,Google,0,0,0.5,10,7,109,Good,0
58905,60,Female,Sialkot,Referral,39,11,Cold,0,Tablet,Google,4,1,0.4,22,0,137,Good,0
58906,34,Male,Quetta,Email,39,15,Hot,10,Mobile,Facebook,5,3,0.7,9,2,159,Good,0
58907,41,Male,Islamabad,Social Media,23,13,Hot,7,Desktop,ReferralSite,3,2,0.6,8,4,181,Good,1
58908,52,Male,Gujranwala,Referral,21,13,Warm,9,Desktop,Facebook,4,1,0.4,17,6,21,Good,0
58909,38,Male,Peshawar,Referral,53,9,Warm,8,Mobile,Twitter,1,1,0.4,4,0,118,No Payment,0
58910,56,Female,Sialkot,Email,49,3,Hot,2,Desktop,Google,2,2,0.5,8,4,65,Good,0
58911,58,Male,Lahore,Email,10,14,Cold,1,Mobile,Google,3,3,0.2,9,8,118,No Payment,0
58912,60,Male,Peshawar,Organic,10,9,Warm,8,Desktop,Google,1,3,0.4,18,0,133,No Payment,0
58913,58,Female,Gujranwala,Referral,27,9,Hot,10,Tablet,Direct,3,3,0.4,6,7,56,No Payment,0
58914,59,Male,Sialkot,Social Media,35,10,Hot,9,Tablet,Facebook,3,2,0.2,14,1,97,Good,0
58915,24,Male,Faisalabad,Referral,57,2,Warm,3,Desktop,Google,1,1,0.4,14,4,48,No Payment,0
58916,47,Female,Peshawar,Social Media,15,10,Hot,5,Tablet,Facebook,0,3,0.6,3,7,120,Good,0
58917,57,Male,Faisalabad,Social Media,51,5,Hot,4,Tablet,Google,0,2,0.7,11,7,56,Good,0
58918,42,Female,Rawalpindi,Email,60,6,Hot,7,Mobile,Twitter,0,1,0.6,14,3,104,Good,0
58919,34,Female,Gujranwala,Referral,60,15,Hot,8,Mobile,Twitter,1,1,0.5,24,0,108,Good,0
58920,42,Female,Rawalpindi,Email,42,5,Cold,0,Mobile,ReferralSite,3,0,0.7,9,4,162,Good,0
58921,58,Male,Peshawar,Organic,49,5,Warm,7,Desktop,Facebook,3,0,0.5,13,4,56,Good,0
58922,41,Male,Karachi,Referral,34,2,Cold,6,Tablet,Google,4,0,0.6,8,4,196,No Payment,0
58923,29,Female,Islamabad,Email,41,3,Cold,5,Tablet,ReferralSite,0,1,0.2,1,0,144,Good,0
58924,28,Female,Peshawar,Social Media,51,4,Hot,7,Tablet,Direct,1,1,0.3,16,3,43,Good,0
58925,55,Female,Gujranwala,Email,53,12,Warm,6,Tablet,Facebook,0,3,0.3,10,7,82,Good,0
58926,50,Male,Lahore,Email,58,5,Warm,0,Desktop,Google,3,1,0.5,1,3,123,Good,0
58927,40,Female,Peshawar,Social Media,49,11,Cold,0,Desktop,Facebook,3,3,0.8,9,2,130,Good,0
58928,25,Female,Lahore,Organic,35,6,Warm,9,Mobile,Direct,1,1,0.5,3,9,58,No Payment,0
58929,28,Male,Karachi,Referral,7,9,Warm,2,Tablet,ReferralSite,5,0,0.7,5,9,142,No Payment,0
58930,20,Female,Lahore,Referral,5,6,Warm,3,Tablet,Twitter,0,0,0.6,24,6,94,No Payment,0
58931,56,Male,Islamabad,Organic,52,8,Cold,10,Mobile,ReferralSite,1,2,0.1,12,1,177,Good,0
58932,22,Female,Quetta,Referral,52,5,Cold,7,Tablet,Twitter,1,1,0.7,23,0,146,Good,0
58933,24,Male,Faisalabad,Email,31,14,Hot,1,Mobile,Facebook,2,3,0.4,21,4,109,Good,0
58934,55,Male,Rawalpindi,Organic,10,9,Hot,6,Tablet,Google,0,3,0.4,23,1,87,No Payment,0
58935,25,Female,Peshawar,Organic,44,14,Cold,5,Mobile,ReferralSite,5,1,0.8,8,2,167,No Payment,0
58936,51,Male,Rawalpindi,Organic,42,2,Warm,4,Tablet,ReferralSite,4,1,0.3,17,0,196,No Payment,0
58937,39,Male,Sialkot,Organic,36,9,Hot,5,Desktop,ReferralSite,5,1,0.4,22,8,194,Good,0
58938,56,Male,Faisalabad,Email,12,2,Hot,9,Mobile,Twitter,0,1,0.5,14,0,53,No Payment,0
58939,49,Female,Gujranwala,Referral,17,2,Hot,8,Mobile,Facebook,4,3,0.2,21,5,39,Good,0
58940,35,Male,Rawalpindi,Social Media,20,2,Cold,7,Mobile,Twitter,1,0,0.5,6,0,25,Good,0
58941,24,Female,Gujranwala,Referral,27,6,Cold,3,Tablet,ReferralSite,5,2,0.2,6,7,51,No Payment,0
58942,27,Male,Lahore,Referral,43,14,Cold,2,Mobile,Google,3,3,0.6,20,3,98,Good,0
58943,25,Female,Gujranwala,Organic,55,14,Warm,6,Tablet,Facebook,2,1,0.7,19,10,26,No Payment,0
58944,38,Male,Karachi,Organic,29,5,Warm,8,Tablet,Direct,5,1,0.1,1,3,56,Good,0
58945,58,Female,Peshawar,Email,18,4,Cold,10,Mobile,ReferralSite,5,1,0.1,1,6,59,Good,0
58946,47,Female,Faisalabad,Organic,14,5,Hot,5,Tablet,Facebook,2,1,0.7,10,5,74,Good,0
58947,35,Female,Multan,Social Media,30,13,Hot,9,Mobile,Google,4,1,0.6,19,10,147,Good,0
58948,33,Female,Sialkot,Social Media,11,8,Warm,6,Desktop,Google,1,0,0.1,22,7,42,No Payment,0
58949,47,Male,Multan,Referral,33,4,Hot,9,Tablet,Direct,0,0,0.4,14,9,57,No Payment,0
58950,21,Female,Islamabad,Referral,38,2,Warm,1,Desktop,ReferralSite,2,1,0.8,23,10,110,No Payment,0
58951,56,Female,Lahore,Social Media,34,13,Hot,2,Mobile,Direct,0,0,0.1,13,10,88,Good,0
58952,54,Male,Multan,Email,30,10,Hot,9,Mobile,Facebook,0,3,0.8,5,0,51,No Payment,0
58953,59,Male,Peshawar,Organic,5,3,Cold,5,Desktop,Twitter,3,2,0.3,18,5,110,No Payment,0
58954,26,Female,Faisalabad,Organic,14,4,Cold,3,Mobile,Twitter,2,0,0.4,8,6,60,No Payment,0
58955,23,Female,Faisalabad,Email,53,2,Hot,1,Desktop,ReferralSite,2,3,0.6,16,9,36,Good,0
58956,40,Male,Islamabad,Referral,15,7,Hot,10,Tablet,Google,0,2,0.3,15,6,123,No Payment,0
58957,20,Female,Islamabad,Social Media,58,4,Cold,1,Tablet,Google,4,0,0.1,18,0,34,No Payment,0
58958,38,Female,Gujranwala,Social Media,56,2,Hot,9,Tablet,Direct,0,2,0.3,9,0,79,Good,0
58959,40,Female,Rawalpindi,Social Media,53,9,Warm,4,Tablet,Twitter,1,3,0.4,11,5,141,Good,0
58960,58,Male,Karachi,Referral,48,9,Hot,7,Mobile,Twitter,2,1,0.6,23,2,32,Good,0
58961,44,Female,Faisalabad,Organic,7,5,Hot,2,Mobile,ReferralSite,0,1,0.6,14,9,77,Good,0
58962,60,Female,Rawalpindi,Social Media,31,12,Warm,7,Desktop,Facebook,0,3,0.5,4,0,67,No Payment,0
58963,26,Male,Karachi,Social Media,40,14,Warm,0,Desktop,Google,4,0,0.6,16,1,136,Good,0
58964,59,Female,Quetta,Email,23,14,Warm,5,Tablet,Google,3,0,0.3,17,7,133,No Payment,0
58965,48,Male,Multan,Organic,49,6,Warm,5,Mobile,Facebook,4,3,0.5,9,4,103,No Payment,0
58966,37,Male,Quetta,Social Media,50,11,Warm,2,Tablet,Google,3,3,0.3,8,0,115,No Payment,0
58967,23,Male,Sialkot,Email,38,14,Warm,8,Tablet,Facebook,3,2,0.6,5,1,83,No Payment,0
58968,21,Male,Sialkot,Referral,24,13,Warm,9,Mobile,ReferralSite,0,0,0.1,22,1,49,Good,0
58969,43,Female,Sialkot,Email,56,3,Cold,7,Desktop,Facebook,2,1,0.7,19,10,50,Good,0
58970,59,Female,Multan,Organic,40,9,Warm,9,Desktop,ReferralSite,3,0,0.2,11,8,180,Good,0
58971,51,Male,Gujranwala,Referral,37,8,Warm,8,Mobile,ReferralSite,5,0,0.5,1,6,29,No Payment,0
58972,43,Female,Gujranwala,Referral,47,14,Cold,3,Desktop,Twitter,5,1,0.4,22,10,110,Good,0
58973,53,Female,Gujranwala,Email,22,15,Warm,5,Mobile,Twitter,1,3,0.5,19,8,57,No Payment,0
58974,33,Female,Rawalpindi,Referral,19,10,Warm,3,Mobile,ReferralSite,3,1,0.6,23,6,161,No Payment,0
58975,36,Female,Peshawar,Referral,44,14,Warm,0,Desktop,Facebook,2,0,0.4,17,6,20,No Payment,0
58976,38,Male,Rawalpindi,Email,5,11,Cold,5,Mobile,Twitter,2,3,0.2,22,6,78,No Payment,0
58977,42,Female,Karachi,Email,41,13,Warm,5,Mobile,Twitter,2,2,0.1,8,7,159,No Payment,0
58978,58,Male,Multan,Referral,15,2,Hot,2,Mobile,Twitter,2,2,0.7,15,4,200,No Payment,0
58979,37,Female,Peshawar,Email,52,3,Warm,6,Desktop,Google,1,2,0.3,23,4,184,Good,0
58980,30,Female,Quetta,Referral,35,10,Hot,2,Desktop,Twitter,5,0,0.4,20,8,181,No Payment,0
58981,25,Female,Peshawar,Referral,24,2,Warm,7,Desktop,Twitter,0,0,0.4,4,5,51,No Payment,0
58982,21,Male,Quetta,Social Media,9,9,Warm,8,Desktop,Facebook,0,3,0.3,11,10,46,Good,0
58983,39,Female,Multan,Email,31,8,Hot,8,Desktop,ReferralSite,3,1,0.2,7,4,198,Good,0
58984,30,Female,Islamabad,Email,13,9,Cold,1,Tablet,ReferralSite,0,1,0.6,10,0,97,No Payment,0
58985,21,Female,Rawalpindi,Referral,21,13,Warm,2,Mobile,Twitter,0,0,0.2,19,8,66,No Payment,0
58986,52,Male,Rawalpindi,Email,12,10,Warm,7,Mobile,Direct,3,0,0.2,16,1,133,No Payment,0
58987,38,Male,Quetta,Social Media,6,15,Hot,5,Desktop,Facebook,2,1,0.1,12,4,198,No Payment,0
58988,25,Female,Lahore,Organic,36,11,Cold,5,Desktop,Twitter,1,2,0.2,13,5,147,Good,0
58989,52,Female,Multan,Email,48,10,Cold,9,Mobile,Facebook,3,0,0.8,22,9,41,Good,0
58990,31,Female,Gujranwala,Email,58,12,Hot,7,Mobile,Google,3,3,0.3,17,1,48,Good,0
58991,54,Male,Peshawar,Social Media,18,8,Warm,9,Mobile,Twitter,0,0,0.5,17,0,142,Good,0
58992,60,Male,Quetta,Organic,44,15,Hot,9,Mobile,Twitter,4,1,0.3,23,8,54,No Payment,0
58993,46,Female,Faisalabad,Email,59,2,Cold,0,Tablet,Direct,5,2,0.3,15,5,199,No Payment,0
58994,40,Female,Rawalpindi,Referral,60,10,Cold,6,Desktop,Twitter,5,3,0.3,4,6,180,No Payment,0
58995,37,Male,Islamabad,Referral,35,9,Warm,9,Desktop,ReferralSite,4,1,0.4,22,10,80,No Payment,0
58996,56,Male,Peshawar,Organic,40,5,Cold,6,Desktop,ReferralSite,0,3,0.7,3,7,91,No Payment,0
58997,22,Male,Karachi,Social Media,58,9,Hot,5,Desktop,Google,1,1,0.5,19,8,121,Good,0
58998,49,Male,Peshawar,Organic,35,12,Cold,8,Mobile,ReferralSite,4,3,0.6,19,6,94,Good,0
58999,55,Female,Lahore,Organic,5,9,Cold,6,Desktop,Google,4,1,0.7,1,0,39,Good,0
59000,48,Female,Karachi,Organic,56,15,Warm,4,Tablet,Twitter,3,1,0.5,4,8,70,No Payment,0
59001,31,Male,Quetta,Organic,37,9,Hot,6,Mobile,Facebook,5,2,0.7,23,3,141,No Payment,0
59002,40,Male,Multan,Email,40,4,Hot,6,Tablet,Twitter,2,0,0.5,3,3,191,Good,0
59003,41,Male,Gujranwala,Organic,13,12,Warm,7,Mobile,Facebook,0,0,0.7,14,10,42,Good,0
59004,22,Male,Lahore,Social Media,22,13,Hot,1,Desktop,ReferralSite,3,0,0.8,2,0,107,No Payment,0
59005,43,Female,Lahore,Email,38,11,Hot,0,Tablet,Twitter,3,3,0.3,6,5,91,Good,0
59006,39,Male,Rawalpindi,Social Media,35,15,Cold,7,Mobile,Google,4,1,0.2,16,10,100,No Payment,0
59007,27,Female,Faisalabad,Social Media,60,3,Warm,8,Desktop,Facebook,2,0,0.3,24,2,168,No Payment,0
59008,41,Male,Gujranwala,Referral,33,9,Cold,9,Tablet,Direct,2,1,0.2,4,5,24,No Payment,0
59009,27,Male,Karachi,Referral,33,8,Hot,7,Mobile,Facebook,3,2,0.4,21,7,120,Good,0
59010,58,Male,Peshawar,Social Media,15,4,Warm,0,Tablet,Direct,4,1,0.1,24,5,187,Good,0
59011,23,Male,Multan,Email,27,12,Cold,6,Tablet,Twitter,5,1,0.3,5,5,156,Good,0
59012,56,Female,Lahore,Referral,16,12,Hot,2,Desktop,Google,4,3,0.5,8,0,104,Good,0
59013,33,Male,Gujranwala,Organic,39,2,Warm,1,Tablet,Twitter,0,3,0.4,21,4,176,Good,0
59014,49,Male,Sialkot,Referral,55,6,Warm,2,Desktop,Facebook,1,0,0.6,12,0,153,No Payment,0
59015,43,Female,Gujranwala,Email,44,14,Cold,1,Desktop,Twitter,0,0,0.8,7,3,114,Good,0
59016,48,Female,Multan,Referral,45,4,Warm,7,Tablet,Twitter,5,1,0.3,13,10,161,No Payment,0
59017,49,Female,Quetta,Email,8,9,Hot,7,Desktop,Facebook,1,2,0.2,6,10,185,No Payment,0
59018,20,Male,Gujranwala,Organic,19,10,Cold,8,Mobile,Facebook,3,2,0.5,4,1,99,Good,0
59019,48,Female,Islamabad,Referral,33,4,Cold,3,Tablet,Direct,2,1,0.7,4,5,101,Good,0
59020,57,Male,Gujranwala,Referral,15,3,Warm,7,Mobile,Google,0,0,0.5,23,9,29,No Payment,0
59021,44,Male,Gujranwala,Organic,32,9,Cold,2,Desktop,Facebook,0,1,0.6,21,8,36,No Payment,0
59022,21,Female,Gujranwala,Social Media,49,12,Cold,6,Mobile,Twitter,4,0,0.7,13,0,185,No Payment,0
59023,45,Male,Faisalabad,Social Media,34,13,Cold,1,Desktop,Google,4,3,0.8,6,4,74,No Payment,0
59024,25,Female,Rawalpindi,Email,43,3,Hot,7,Mobile,ReferralSite,1,0,0.6,19,6,176,Good,0
59025,47,Female,Gujranwala,Organic,56,3,Warm,8,Desktop,ReferralSite,3,1,0.4,18,0,90,No Payment,0
59026,57,Male,Lahore,Organic,60,3,Cold,4,Mobile,Direct,2,0,0.8,7,9,72,Good,0
59027,37,Female,Gujranwala,Organic,59,3,Cold,1,Desktop,Google,5,3,0.8,6,2,63,No Payment,0
59028,27,Male,Faisalabad,Referral,23,3,Warm,5,Tablet,Twitter,4,0,0.7,10,3,108,Good,0
59029,33,Male,Gujranwala,Email,22,9,Hot,3,Desktop,ReferralSite,2,3,0.6,10,6,76,No Payment,0
59030,43,Female,Rawalpindi,Email,24,5,Cold,6,Desktop,Facebook,5,2,0.4,3,8,41,No Payment,0
59031,26,Female,Multan,Referral,9,3,Cold,10,Mobile,Facebook,1,0,0.8,5,4,162,Good,0
59032,30,Male,Quetta,Organic,28,12,Cold,10,Mobile,Facebook,5,1,0.5,9,6,182,No Payment,0
59033,54,Female,Quetta,Organic,18,12,Cold,7,Desktop,Google,1,2,0.6,12,1,175,Good,0
59034,36,Male,Karachi,Referral,31,10,Warm,5,Mobile,Facebook,2,1,0.7,20,4,119,Good,0
59035,55,Male,Islamabad,Social Media,55,2,Warm,7,Mobile,Facebook,1,2,0.7,19,4,170,Good,0
59036,33,Female,Sialkot,Organic,17,14,Warm,4,Tablet,ReferralSite,1,2,0.7,20,6,197,Good,0
59037,44,Male,Karachi,Social Media,9,8,Hot,2,Tablet,ReferralSite,3,1,0.6,16,7,80,Good,0
59038,58,Female,Lahore,Email,49,12,Hot,4,Desktop,Facebook,1,3,0.7,3,5,50,No Payment,0
59039,40,Female,Quetta,Social Media,53,14,Warm,2,Mobile,Facebook,0,3,0.7,10,1,77,No Payment,0
59040,43,Female,Sialkot,Referral,35,15,Warm,4,Desktop,Facebook,3,1,0.4,21,3,67,Good,0
59041,57,Female,Quetta,Referral,15,9,Cold,0,Tablet,Google,3,0,0.4,19,6,156,No Payment,0
59042,43,Female,Sialkot,Organic,42,4,Hot,6,Desktop,Google,4,0,0.4,24,4,74,Good,0
59043,54,Male,Gujranwala,Referral,51,13,Cold,5,Mobile,Facebook,0,1,0.5,19,5,160,Good,0
59044,30,Female,Lahore,Organic,32,4,Warm,7,Desktop,Google,5,1,0.6,21,10,74,Good,0
59045,51,Female,Faisalabad,Organic,39,8,Hot,7,Mobile,Twitter,1,1,0.7,6,3,144,No Payment,0
59046,49,Female,Rawalpindi,Email,50,14,Warm,10,Desktop,Facebook,1,0,0.7,7,8,116,No Payment,0
59047,23,Female,Peshawar,Organic,31,14,Hot,6,Tablet,Facebook,1,3,0.8,9,4,56,No Payment,0
59048,46,Male,Multan,Email,17,7,Hot,7,Desktop,ReferralSite,3,2,0.8,21,9,37,No Payment,0
59049,57,Male,Rawalpindi,Referral,40,10,Hot,0,Desktop,Direct,5,0,0.6,20,0,78,Good,0
59050,59,Male,Lahore,Social Media,41,3,Hot,8,Mobile,ReferralSite,2,2,0.6,21,10,130,No Payment,0
59051,28,Female,Gujranwala,Social Media,57,5,Cold,4,Desktop,Twitter,0,3,0.2,10,6,64,Good,0
59052,28,Male,Lahore,Organic,32,8,Cold,10,Mobile,Direct,5,2,0.2,21,1,159,Good,0
59053,46,Male,Sialkot,Social Media,12,8,Warm,3,Desktop,Direct,0,0,0.1,3,0,37,Good,0
59054,58,Male,Lahore,Email,9,11,Hot,4,Desktop,Direct,3,1,0.3,19,8,129,No Payment,0
59055,27,Male,Islamabad,Organic,37,12,Warm,10,Tablet,Google,1,0,0.2,17,8,57,No Payment,0
59056,43,Male,Gujranwala,Social Media,9,4,Cold,4,Desktop,Direct,5,1,0.5,5,1,144,Good,0
59057,44,Female,Karachi,Social Media,15,6,Warm,4,Desktop,Direct,4,3,0.7,19,1,101,No Payment,0
59058,56,Male,Lahore,Referral,42,3,Hot,3,Desktop,ReferralSite,0,3,0.5,18,8,90,No Payment,0
59059,36,Female,Lahore,Referral,9,7,Warm,6,Mobile,Google,2,3,0.5,8,5,88,No Payment,0
59060,58,Female,Lahore,Email,46,11,Warm,4,Desktop,Direct,5,1,0.2,13,4,191,Good,0
59061,21,Female,Lahore,Social Media,6,3,Hot,7,Tablet,Direct,1,1,0.7,6,7,47,Good,0
59062,47,Female,Gujranwala,Organic,38,8,Hot,3,Tablet,ReferralSite,1,3,0.5,14,1,93,Good,0
59063,21,Male,Quetta,Organic,10,4,Hot,1,Mobile,Google,5,1,0.3,19,3,139,Good,0
59064,53,Female,Karachi,Email,14,9,Hot,0,Desktop,ReferralSite,3,0,0.1,6,3,135,Good,0
59065,31,Female,Quetta,Email,25,15,Warm,3,Tablet,Google,4,0,0.1,12,1,155,Good,0
59066,51,Female,Gujranwala,Organic,32,10,Cold,7,Mobile,Direct,5,0,0.4,10,5,51,No Payment,0
59067,47,Female,Peshawar,Organic,42,9,Hot,5,Mobile,Twitter,5,0,0.6,18,10,97,Good,0
59068,27,Male,Islamabad,Referral,58,9,Cold,0,Mobile,Facebook,2,2,0.8,16,3,69,No Payment,0
59069,21,Female,Sialkot,Referral,23,11,Warm,3,Tablet,Facebook,1,2,0.3,21,5,28,Good,0
59070,20,Male,Faisalabad,Email,19,4,Hot,3,Mobile,Twitter,0,2,0.6,24,2,161,No Payment,0
59071,30,Male,Multan,Organic,53,11,Cold,2,Mobile,Google,5,3,0.6,7,0,64,Good,0
59072,34,Male,Quetta,Referral,15,15,Hot,4,Mobile,Direct,2,0,0.8,21,7,112,No Payment,0
59073,42,Male,Sialkot,Social Media,18,9,Hot,7,Mobile,Google,1,0,0.7,12,9,153,No Payment,0
59074,24,Female,Karachi,Email,19,15,Cold,6,Tablet,Direct,1,2,0.7,19,1,103,No Payment,0
59075,28,Female,Karachi,Email,50,7,Cold,0,Tablet,Facebook,2,0,0.5,21,4,84,Good,0
59076,21,Female,Rawalpindi,Referral,55,7,Hot,5,Desktop,Google,0,3,0.4,8,8,117,Good,0
59077,59,Male,Rawalpindi,Social Media,37,9,Warm,8,Desktop,ReferralSite,5,2,0.4,18,6,176,No Payment,0
59078,36,Male,Gujranwala,Social Media,36,6,Warm,6,Desktop,Direct,1,1,0.5,2,0,49,Good,0
59079,43,Male,Karachi,Organic,23,14,Warm,3,Desktop,Direct,2,3,0.5,8,7,35,No Payment,0
59080,57,Male,Sialkot,Email,31,15,Warm,7,Desktop,Facebook,3,0,0.4,3,8,75,No Payment,0
59081,44,Female,Karachi,Referral,33,3,Hot,9,Desktop,Facebook,1,3,0.8,9,4,144,No Payment,0
59082,57,Male,Peshawar,Social Media,24,13,Hot,2,Tablet,Google,4,2,0.2,2,3,181,No Payment,0
59083,27,Female,Rawalpindi,Email,49,14,Warm,1,Mobile,Twitter,1,3,0.6,19,3,162,No Payment,0
59084,41,Female,Faisalabad,Organic,10,9,Hot,6,Mobile,Google,3,3,0.7,23,10,85,Good,0
59085,50,Female,Rawalpindi,Social Media,55,8,Cold,8,Tablet,Google,5,3,0.4,4,3,175,No Payment,0
59086,33,Male,Peshawar,Organic,19,4,Cold,2,Mobile,Facebook,4,2,0.5,12,1,161,Good,0
59087,36,Female,Rawalpindi,Organic,29,11,Hot,7,Mobile,Direct,4,1,0.4,24,3,103,Good,0
59088,58,Male,Karachi,Referral,10,3,Warm,1,Mobile,ReferralSite,5,0,0.7,2,7,147,Good,0
59089,36,Female,Islamabad,Organic,5,10,Cold,8,Desktop,ReferralSite,5,3,0.2,14,8,198,Good,0
59090,32,Male,Lahore,Email,50,12,Warm,8,Tablet,Facebook,3,3,0.7,16,7,24,No Payment,0
59091,55,Female,Peshawar,Organic,30,12,Warm,9,Mobile,Google,4,0,0.2,5,6,75,Good,0
59092,42,Male,Faisalabad,Referral,44,14,Hot,5,Mobile,Google,0,3,0.6,4,1,112,No Payment,0
59093,60,Female,Lahore,Email,59,7,Warm,10,Tablet,Google,0,3,0.5,2,0,73,Good,0
59094,47,Male,Multan,Referral,47,6,Warm,3,Tablet,Direct,4,1,0.7,13,8,152,Good,0
